EventName,Fare,TypeOfTrip,Ratings,description,Link,Event_Type
1124. Drinkstore,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4553764-Reviews-Drinkstore-Dublin_County_Dublin.html,Activites
1125. Deep Tissue,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12104888-Reviews-Deep_Tissue-Dublin_County_Dublin.html,Activites
1126. Sean O'Caseys,,Bars & Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991562-Reviews-Sean_O_Caseys-Dublin_County_Dublin.html,Activites
1127. Irish Routes Tours,,Multi-day Tours • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16216193-Reviews-Irish_Routes_Tours-Dublin_County_Dublin.html,Activites
1128. Rory's Fishing Tackle,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d188822-Reviews-Rory_s_Fishing_Tackle-Dublin_County_Dublin.html,Activites
1129. Dublin's Art & Antique Quarter,,Speciality & Gift Shops,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3136948-Reviews-Dublin_s_Art_Antique_Quarter-Dublin_County_Dublin.html,Activites
1130. Om Diva,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6184819-Reviews-Om_Diva-Dublin_County_Dublin.html,Activites
1131. Johnny Mac's Famous Ireland Tours,,Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12397666-Reviews-Johnny_Mac_s_Famous_Ireland_Tours-Dublin_County_Dublin.html,Activites
1132. Witty Walks,,City Tours • Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15615381-Reviews-Witty_Walks-Dublin_County_Dublin.html,Activites
1133. Dorian Black,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13791980-Reviews-Dorian_Black-Dublin_County_Dublin.html,Activites
1134. The Globe,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19104976-Reviews-The_Globe-Dublin_County_Dublin.html,Activites
1135. Auld Triangle,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12589024-Reviews-Auld_Triangle-Dublin_County_Dublin.html,Activites
1136. Mary's,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6777780-Reviews-Mary_s-Dublin_County_Dublin.html,Activites
1137. Hope Beer,,Beer Tastings & Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17581767-Reviews-Hope_Beer-Dublin_County_Dublin.html,Activites
1138. The Harlequin,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d11851464-Reviews-The_Harlequin-Dublin_County_Dublin.html,Activites
1139. The Hut,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991646-Reviews-The_Hut-Dublin_County_Dublin.html,Activites
1140. Airport Transfers Dublin,,City Tours • Multi-day Tours,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20356282-Reviews-Airport_Transfers_Dublin-Dublin_County_Dublin.html,Activites
1141. Taxi2Airport Dublin,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20059245-Reviews-Taxi2Airport_Dublin-Dublin_County_Dublin.html,Activites
1142. Conns Cameras,,Speciality & Gift Shops,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2732639-Reviews-Conns_Cameras-Dublin_County_Dublin.html,Activites
1143. Cliffs Of Moher Private Tour,,"Bar, Club & Pub Tours • Canyoning & Rappelling Tours",4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19870208-Reviews-Cliffs_Of_Moher_Private_Tour-Dublin_County_Dublin.html,Activites
1144. Tropical Popical,,Spas,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3679746-Reviews-Tropical_Popical-Dublin_County_Dublin.html,Activites
1145. Thai Massage Healing Centre,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10149034-Reviews-Thai_Massage_Healing_Centre-Dublin_County_Dublin.html,Activites
1146. Ireland Virtual Tours,,Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20630390-Reviews-Ireland_Virtual_Tours-Dublin_County_Dublin.html,Activites
1147. Weescape Dublin,,Escape Games,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10746657-Reviews-Weescape_Dublin-Dublin_County_Dublin.html,Activites
1148. Fagans,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4092371-Reviews-Fagans-Dublin_County_Dublin.html,Activites
1149. The Morgue Pub,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5992054-Reviews-The_Morgue_Pub-Dublin_County_Dublin.html,Activites
1150. Classic Irish Tours,,City Tours • Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8870012-Reviews-Classic_Irish_Tours-Dublin_County_Dublin.html,Activites
1151. Lokafy,,Walking Tours,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21271216-Reviews-Lokafy-Dublin_County_Dublin.html,Activites
1152. Thai Time Authentic Thai Massage,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7798875-Reviews-Thai_Time_Authentic_Thai_Massage-Dublin_County_Dublin.html,Activites
1153. O'Callaghan Coaches,,Bus Services,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16719428-Reviews-O_Callaghan_Coaches-Dublin_County_Dublin.html,Activites
1154. The Corkscrew,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7119451-Reviews-The_Corkscrew-Dublin_County_Dublin.html,Activites
1155. Executive Chauffeur Drive,,Taxis & Shuttles • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25178878-Reviews-Executive_Chauffeur_Drive-Dublin_County_Dublin.html,Activites
1156. Sight Walking Dublin Tours,,City Tours • Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8097907-Reviews-Sight_Walking_Dublin_Tours-Dublin_County_Dublin.html,Activites
1157. It's Always Sunny Spa,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25316488-Reviews-It_s_Always_Sunny_Spa-Dublin_County_Dublin.html,Activites
1158. Atlantic Way Ireland,,Multi-day Tours • Cultural Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15216575-Reviews-Atlantic_Way_Ireland-Dublin_County_Dublin.html,Activites
1159. Dublin Wellness Centre,,Health Clubs • Yoga & Pilates,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4303006-Reviews-Dublin_Wellness_Centre-Dublin_County_Dublin.html,Activites
1160. Wildly Adventures Travel Ltd.,,Multi-day Tours • Eco Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25221060-Reviews-Wildly_Adventures_Travel_Ltd-Dublin_County_Dublin.html,Activites
1161. Myo's Pub,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991885-Reviews-Myo_s_Pub-Dublin_County_Dublin.html,Activites
1162. Siopaella,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7129776-Reviews-Siopaella-Dublin_County_Dublin.html,Activites
1163. Odeon Cinema Point Village,,Cinemas,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8759368-Reviews-Odeon_Cinema_Point_Village-Dublin_County_Dublin.html,Activites
1164. Cassidy's Bar,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991851-Reviews-Cassidy_s_Bar-Dublin_County_Dublin.html,Activites
1165. The Strand Bar,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991848-Reviews-The_Strand_Bar-Dublin_County_Dublin.html,Activites
1166. Poolbeg Yacht Club,,Boat Tours • Lessons & Workshops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14912926-Reviews-Poolbeg_Yacht_Club-Dublin_County_Dublin.html,Activites
1167. The Constant Knitter,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16734289-Reviews-The_Constant_Knitter-Dublin_County_Dublin.html,Activites
1168. Carr & O'Connell,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991840-Reviews-Carr_O_Connell-Dublin_County_Dublin.html,Activites
1169. Gifts of Artemis,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12309812-Reviews-Gifts_of_Artemis-Dublin_County_Dublin.html,Activites
1170. Hollywood Lakes Golf Club,,Golf Courses,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3228712-Reviews-Hollywood_Lakes_Golf_Club-Dublin_County_Dublin.html,Activites
1171. Ann Tomlin,,Walking Tours • Cooking Classes,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17542498-Reviews-Ann_Tomlin-Dublin_County_Dublin.html,Activites
1172. Marble Arch,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4052626-Reviews-Marble_Arch-Dublin_County_Dublin.html,Activites
1173. EatWith,,Beer Tastings & Tours • Coffee & Tea Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20104656-Reviews-EatWith-Dublin_County_Dublin.html,Activites
1174. Lloyds Bar & Lounge,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991782-Reviews-Lloyds_Bar_Lounge-Dublin_County_Dublin.html,Activites
1175. Deluxe Irish Tours,,Sightseeing Tours • Day Trips,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16663248-Reviews-Deluxe_Irish_Tours-Dublin_County_Dublin.html,Activites
1176. Graingers Pebble Beach,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991502-Reviews-Graingers_Pebble_Beach-Dublin_County_Dublin.html,Activites
1177. Great Travel One,,City Tours • Sightseeing Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23847389-Reviews-Great_Travel_One-Dublin_County_Dublin.html,Activites
1178. Clare Hall Shopping Centre,,Speciality & Gift Shops,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2203336-Reviews-Clare_Hall_Shopping_Centre-Dublin_County_Dublin.html,Activites
1179. Monaghan's Cashmere Store,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15295296-Reviews-Monaghan_s_Cashmere_Store-Dublin_County_Dublin.html,Activites
1180. Blast Watersports Dublin,,Surfing & Windsurfing,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12644313-Reviews-Blast_Watersports_Dublin-Dublin_County_Dublin.html,Activites
1181. Lavish Nights Dublin,,Dance Clubs & Discos,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23907008-Reviews-Lavish_Nights_Dublin-Dublin_County_Dublin.html,Activites
1182. Thai Well Centre,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23868609-Reviews-Thai_Well_Centre-Dublin_County_Dublin.html,Activites
1183. Prosto Dublin,,City Tours • Cultural Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9834524-Reviews-Prosto_Dublin-Dublin_County_Dublin.html,Activites
1184. Dublin Photography School - 1 Day Digital SLR Photography Course,,Lessons & Workshops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6105783-Reviews-Dublin_Photography_School_1_Day_Digital_SLR_Photography_Course-Dublin_County_Dubl.html,Activites
1185. Front Lounge,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d195409-Reviews-Front_Lounge-Dublin_County_Dublin.html,Activites
1186. Doyle Design Dublin,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15105318-Reviews-Doyle_Design_Dublin-Dublin_County_Dublin.html,Activites
1187. The Sun Room Yoga With Monica Strina,,Yoga & Pilates,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23571282-Reviews-The_Sun_Room_Yoga_With_Monica_Strina-Dublin_County_Dublin.html,Activites
1188. Claddagh Tours Ireland,,City Tours • Multi-day Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20822837-Reviews-Claddagh_Tours_Ireland-Dublin_County_Dublin.html,Activites
1189. Sub-City Comics,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14989952-Reviews-Sub_City_Comics-Dublin_County_Dublin.html,Activites
1190. The Brian Boru,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1979059-Reviews-The_Brian_Boru-Dublin_County_Dublin.html,Activites
1191. The Works,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10758682-Reviews-The_Works-Dublin_County_Dublin.html,Activites
1192. ABP Training,,Climbing Tours • Hiking & Camping Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21012669-Reviews-ABP_Training-Dublin_County_Dublin.html,Activites
1193. The Dublin Wellbeing Centre,,Lessons & Workshops • Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17292042-Reviews-The_Dublin_Wellbeing_Centre-Dublin_County_Dublin.html,Activites
1194. Ely Gastro Pub,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4443869-Reviews-Ely_Gastro_Pub-Dublin_County_Dublin.html,Activites
1195. Walter's Way Tours,,City Tours • Multi-day Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15183286-Reviews-Walter_s_Way_Tours-Dublin_County_Dublin.html,Activites
1196. Denzille Cinema,,Cinemas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4305637-Reviews-Denzille_Cinema-Dublin_County_Dublin.html,Activites
1197. Tamp and Stitch,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10227039-Reviews-Tamp_and_Stitch-Dublin_County_Dublin.html,Activites
1198. Cloud Nine Retreat,,Spas,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13505508-Reviews-Cloud_Nine_Retreat-Dublin_County_Dublin.html,Activites
1199. Mitchell & Son Wine Merchants,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20392221-Reviews-Mitchell_Son_Wine_Merchants-Dublin_County_Dublin.html,Activites
1200. The Killinarden House,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5992055-Reviews-The_Killinarden_House-Dublin_County_Dublin.html,Activites
1201. Clonliffe House,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12705641-Reviews-Clonliffe_House-Dublin_County_Dublin.html,Activites
1202. Irish Celtic Store,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10628605-Reviews-Irish_Celtic_Store-Dublin_County_Dublin.html,Activites
1203. Read's,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189600-Reviews-Read_s-Dublin_County_Dublin.html,Activites
1204. O'Neills Bar/Lounge,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991516-Reviews-O_Neills_Bar_Lounge-Dublin_County_Dublin.html,Activites
1205. Lost Society,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4508715-Reviews-Lost_Society-Dublin_County_Dublin.html,Activites
1206. Little Gem Records,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8674098-Reviews-Little_Gem_Records-Dublin_County_Dublin.html,Activites
1207. Murrays Chauffeur Drive,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14132863-Reviews-Murrays_Chauffeur_Drive-Dublin_County_Dublin.html,Activites
1208. Clontarf Golf Club,,Golf Courses,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10230726-Reviews-Clontarf_Golf_Club-Dublin_County_Dublin.html,Activites
1209. Vox City: Dublin,,City Tours • Hop-On Hop-Off Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21178403-Reviews-Vox_City_Dublin-Dublin_County_Dublin.html,Activites
1210. Clarke's City Arms,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4881456-Reviews-Clarke_s_City_Arms-Dublin_County_Dublin.html,Activites
1211. Escap3d Dublin,,Escape Games,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7000512-Reviews-Escap3d_Dublin-Dublin_County_Dublin.html,Activites
1212. Ryans Bar,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6542696-Reviews-Ryans_Bar-Dublin_County_Dublin.html,Activites
1213. Vertigo Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991609-Reviews-Vertigo_Bar-Dublin_County_Dublin.html,Activites
1214. Dublin Food Co-op,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23459556-Reviews-Dublin_Food_Co_op-Dublin_County_Dublin.html,Activites
1215. Campo Viejo Tapas Trail,,Sightseeing Tours,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3334869-Reviews-Campo_Viejo_Tapas_Trail-Dublin_County_Dublin.html,Activites
1216. B-mused by A-musing Improv,,Theatre & Performances,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9811717-Reviews-B_mused_by_A_musing_Improv-Dublin_County_Dublin.html,Activites
1217. Idlewild Dublin,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10771204-Reviews-Idlewild_Dublin-Dublin_County_Dublin.html,Activites
1218. TaxisA2B | Transfer | Transport Nationwide,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19835180-Reviews-TaxisA2B_Transfer_Transport_Nationwide-Dublin_County_Dublin.html,Activites
1219. Marlay Craft Courtyard,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20263786-Reviews-Marlay_Craft_Courtyard-Dublin_County_Dublin.html,Activites
1220. Quantum VR,,Game & Entertainment Centres,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19087703-Reviews-Quantum_VR-Dublin_County_Dublin.html,Activites
1221. Irish Village Markets,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7119423-Reviews-Irish_Village_Markets-Dublin_County_Dublin.html,Activites
1222. Kiteessence kitesurfing school,,Surfing & Windsurfing,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1991431-Reviews-Kiteessence_kitesurfing_school-Dublin_County_Dublin.html,Activites
1223. Diamond Chauffeur,,Taxis & Shuttles • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19444672-Reviews-Diamond_Chauffeur-Dublin_County_Dublin.html,Activites
1224. Hollystown Golf Club,,Golf Courses,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4811017-Reviews-Hollystown_Golf_Club-Dublin_County_Dublin.html,Activites
1225. St Patricks Church Ringsend,,Points of Interest & Landmarks • Churches & Cathedrals,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20328596-Reviews-St_Patricks_Church_Ringsend-Dublin_County_Dublin.html,Activites
1226. Bernard Fagan Horse Drawn Carriages,,Horse-Drawn Carriage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12896240-Reviews-Bernard_Fagan_Horse_Drawn_Carriages-Dublin_County_Dublin.html,Activites
1227. Salsa Dublin,,Dance Clubs & Discos,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9850796-Reviews-Salsa_Dublin-Dublin_County_Dublin.html,Activites
1228. Tramline,,Bars & Clubs • Dance Clubs & Discos,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17535509-Reviews-Tramline-Dublin_County_Dublin.html,Activites
1229. C Central Bar,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3342149-Reviews-C_Central_Bar-Dublin_County_Dublin.html,Activites
1230. About Dublin Taxi Tours,,City Tours • Cultural Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17412351-Reviews-About_Dublin_Taxi_Tours-Dublin_County_Dublin.html,Activites
1231. Luxury Driven Chauffeur & Concierge Services,,Taxis & Shuttles • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17407874-Reviews-Luxury_Driven_Chauffeur_Concierge_Services-Dublin_County_Dublin.html,Activites
1232. Platinum Pilates,,Yoga & Pilates,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10802837-Reviews-Platinum_Pilates-Dublin_County_Dublin.html,Activites
1233. Running Tours Ireland,,Running Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15564942-Reviews-Running_Tours_Ireland-Dublin_County_Dublin.html,Activites
1234. VIP Taxis,,Taxis & Shuttles,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d11561117-Reviews-VIP_Taxis-Dublin_County_Dublin.html,Activites
1235. Hell Escape,,Escape Games,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15019360-Reviews-Hell_Escape-Dublin_County_Dublin.html,Activites
1236. Fab Cow,,Speciality & Gift Shops • Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12591189-Reviews-Fab_Cow-Dublin_County_Dublin.html,Activites
1237. Train Tours Ireland,,Rail Tours,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1771642-Reviews-Train_Tours_Ireland-Dublin_County_Dublin.html,Activites
1238. UCD Clubhouse Bar,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7190580-Reviews-UCD_Clubhouse_Bar-Dublin_County_Dublin.html,Activites
1239. Jameson Literary Pub Crawl,,"Bar, Club & Pub Tours",4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d195412-Reviews-Jameson_Literary_Pub_Crawl-Dublin_County_Dublin.html,Activites
1240. Hostels Pub Crawl,,"Bar, Club & Pub Tours",3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2587254-Reviews-Hostels_Pub_Crawl-Dublin_County_Dublin.html,Activites
1241. Harvest Moon Centre,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12496803-Reviews-Harvest_Moon_Centre-Dublin_County_Dublin.html,Activites
1242. Grange Golf Club,,Golf Courses,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10236442-Reviews-Grange_Golf_Club-Dublin_County_Dublin.html,Activites
1243. AcuFusion Acupuncture Clinic,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13412485-Reviews-AcuFusion_Acupuncture_Clinic-Dublin_County_Dublin.html,Activites
1244. Gaby's Tour,,City Tours • Historical & Heritage Tours,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7931189-Reviews-Gaby_s_Tour-Dublin_County_Dublin.html,Activites
1245. Akelarre Tours,,City Tours • Cultural Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25316514-Reviews-Akelarre_Tours-Dublin_County_Dublin.html,Activites
1246. Transferz,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25196783-Reviews-Transferz-Dublin_County_Dublin.html,Activites
1247. taxitoursdublin@gmail.com,,Taxis & Shuttles • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23734884-Reviews-Taxitoursdublin_gmail_com-Dublin_County_Dublin.html,Activites
1248. Padison & Yule,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23954280-Reviews-Padison_Yule-Dublin_County_Dublin.html,Activites
1249. Melody Holistic Massage and Beauty Studio,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10794583-Reviews-Melody_Holistic_Massage_and_Beauty_Studio-Dublin_County_Dublin.html,Activites
1250. Jack Redmond,,Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19847225-Reviews-Jack_Redmond-Dublin_County_Dublin.html,Activites
1251. Kate Beauty,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10934456-Reviews-Kate_Beauty-Dublin_County_Dublin.html,Activites
1252. Contiki,,Multi-day Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23489091-Reviews-Contiki-Dublin_County_Dublin.html,Activites
1253. The Green Gallery,,Art Galleries • Art Museums,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24084835-Reviews-The_Green_Gallery-Dublin_County_Dublin.html,Activites
1254. Mayes Pub And Off License,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17768045-Reviews-Mayes_Pub_And_Off_License-Dublin_County_Dublin.html,Activites
1255. Comedy Anseo,,Comedy Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25069208-Reviews-Comedy_Anseo-Dublin_County_Dublin.html,Activites
1256. Joe Knows Ireland,,Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25107099-Reviews-Joe_Knows_Ireland-Dublin_County_Dublin.html,Activites
1257. Dr. Quirkey's Good Time Emporium,,Casinos,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d216252-Reviews-Dr_Quirkey_s_Good_Time_Emporium-Dublin_County_Dublin.html,Activites
1258. Padraig Pearse pub,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8759422-Reviews-Padraig_Pearse_pub-Dublin_County_Dublin.html,Activites
1259. Luke Kelly Statue,,Monuments & Statues,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25016099-Reviews-Luke_Kelly_Statue-Dublin_County_Dublin.html,Activites
1260. The Irish Yeast Company,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189597-Reviews-The_Irish_Yeast_Company-Dublin_County_Dublin.html,Activites
1261. Dublin Shore Excursions,,Private Tours • Day Trips,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20046903-Reviews-Dublin_Shore_Excursions-Dublin_County_Dublin.html,Activites
1262. Ireland and Britain Observed,,City Tours • Multi-day Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19275101-Reviews-Ireland_and_Britain_Observed-Dublin_County_Dublin.html,Activites
1263. The Fumbally Stables,,Civic Centres,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18920574-Reviews-The_Fumbally_Stables-Dublin_County_Dublin.html,Activites
